#gene_id	functional_anno
SpGA2022_052646-R0	Similar to TFB1-1: General transcription and DNA repair factor IIH subunit TFB1-1 (Arabidopsis thaliana)
SpGA2022_009002-R0	Similar to EDR1: Serine/threonine-protein kinase EDR1 (Arabidopsis thaliana)
SpGA2022_052647-R0	Protein of unknown function
SpGA2022_009005-R0	Similar to CIPK21: CBL-interacting serine/threonine-protein kinase 21 (Arabidopsis thaliana)
SpGA2022_052648-R0	Similar to XYLA: Xylose isomerase (Hordeum vulgare)
SpGA2022_009008-R0	Similar to MKK4: Mitogen-activated protein kinase kinase 4 (Arabidopsis thaliana)
SpGA2022_009009-R0	Protein of unknown function
SpGA2022_009010-R0	Similar to CBP60D: Calmodulin-binding protein 60 D (Arabidopsis thaliana)
SpGA2022_009011-R0	Similar to CBSPPR1: Pentatricopeptide repeat-containing protein At5g10690 (Arabidopsis thaliana)
SpGA2022_009012-R0	Similar to SBT1.5: Subtilisin-like protease SBT1.5 (Arabidopsis thaliana)
SpGA2022_009013-R0	Protein of unknown function
SpGA2022_052649-R0	Similar to PCMP-E15: Pentatricopeptide repeat-containing protein At2g35030%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_009015-R0	Similar to Histone H4 (Glycine max)
SpGA2022_009016-R0	Similar to Os02g0460200: Flowering-promoting factor 1-like protein 3 (Oryza sativa subsp. japonica)
SpGA2022_009017-R0	Protein of unknown function
SpGA2022_052650-R0	Similar to VIL2: VIN3-like protein 2 (Arabidopsis thaliana)
SpGA2022_052651-R0	Protein of unknown function
SpGA2022_009020-R0	Similar to REIL1: Cytoplasmic 60S subunit biogenesis factor REI1 homolog 1 (Arabidopsis thaliana)
SpGA2022_052652-R0	Similar to CSN5: COP9 signalosome complex subunit 5 (Oryza sativa subsp. japonica)
SpGA2022_009022-R0	Similar to NIFU3: NifU-like protein 3%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009023-R0	Similar to Os03g0733400: Zinc finger BED domain-containing protein RICESLEEPER 2 (Oryza sativa subsp. japonica)
SpGA2022_009024-R0	Similar to CENPO: Centromere protein O (Gallus gallus)
SpGA2022_052653-R0	Protein of unknown function
SpGA2022_009026-R0	Protein of unknown function
SpGA2022_052654-R0	Similar to OSB3: Protein OSB3%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
SpGA2022_052655-R0	Similar to RCA1: Ribulose bisphosphate carboxylase/oxygenase activase%2C chloroplastic (Zea mays)
SpGA2022_009028-R0	Similar to ATL43: RING-H2 finger protein ATL43 (Arabidopsis thaliana)
SpGA2022_009030-R0	Similar to XTH1: Xyloglucan endotransglucosylase protein 1 (Diospyros kaki)
SpGA2022_009031-R0	Similar to TBL5: Protein trichome birefringence-like 5 (Arabidopsis thaliana)
SpGA2022_009032-R0	Similar to GG18702: Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (Drosophila erecta)
SpGA2022_009033-R0	Similar to GRXC4: Glutaredoxin-C4 (Arabidopsis thaliana)
SpGA2022_052656-R0	Similar to sll0005: Uncharacterized protein sll0005 (Synechocystis sp. (strain PCC 6803 / Kazusa))
SpGA2022_009035-R0	Protein of unknown function
SpGA2022_052657-R0	Similar to At4g08290: WAT1-related protein At4g08290 (Arabidopsis thaliana)
SpGA2022_009037-R0	Similar to PCMP-H82: Pentatricopeptide repeat-containing protein At3g62890 (Arabidopsis thaliana)
SpGA2022_009038-R0	Similar to At1g21890: WAT1-related protein At1g21890 (Arabidopsis thaliana)
SpGA2022_052658-R0	Similar to PCMP-H27: Pentatricopeptide repeat-containing protein At4g35130%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009040-R0	Similar to At3g30340: WAT1-related protein At3g30340 (Arabidopsis thaliana)
SpGA2022_009041-R0	Similar to At2g17033: Pentatricopeptide repeat-containing protein At2g17033 (Arabidopsis thaliana)
SpGA2022_009041-R1	Similar to At2g17033: Pentatricopeptide repeat-containing protein At2g17033 (Arabidopsis thaliana)
SpGA2022_009043-R0	Similar to WRKY11: Probable WRKY transcription factor 11 (Arabidopsis thaliana)
SpGA2022_052660-R0	Similar to EXO70A1: Exocyst complex component EXO70A1 (Arabidopsis thaliana)
SpGA2022_009045-R0	Similar to At5g55950: Nucleotide-sugar uncharacterized transporter 2 (Arabidopsis thaliana)
SpGA2022_009046-R0	Protein of unknown function
SpGA2022_009047-R0	Similar to At4g26020: Protein At-4/1 (Arabidopsis thaliana)
SpGA2022_009048-R0	Similar to BHLH35: Transcription factor bHLH35 (Arabidopsis thaliana)
SpGA2022_009049-R0	Similar to Pathogenesis-related thaumatin-like protein 3.5 (Cryptomeria japonica)
SpGA2022_009050-R0	Protein of unknown function
SpGA2022_009051-R0	Similar to At2g01600: Putative clathrin assembly protein At2g01600 (Arabidopsis thaliana)
SpGA2022_052661-R0	Similar to PRH: Pathogenesis-related homeodomain protein (Arabidopsis thaliana)
SpGA2022_009053-R0	Similar to At1g16860: Uncharacterized membrane protein At1g16860 (Arabidopsis thaliana)
SpGA2022_009054-R0	Similar to At1g51550: F-box/kelch-repeat protein At1g51550 (Arabidopsis thaliana)
SpGA2022_009054-R1	Similar to At1g51550: F-box/kelch-repeat protein At1g51550 (Arabidopsis thaliana)
SpGA2022_052663-R0	Similar to LIG4: DNA ligase 4 (Arabidopsis thaliana)
SpGA2022_009056-R0	Protein of unknown function
SpGA2022_009057-R0	Protein of unknown function
SpGA2022_009058-R0	Protein of unknown function
SpGA2022_009059-R0	Similar to At5g57250: Pentatricopeptide repeat-containing protein At5g57250%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_009060-R0	Protein of unknown function
SpGA2022_009061-R0	Protein of unknown function
SpGA2022_009062-R0	Protein of unknown function
SpGA2022_009063-R0	Protein of unknown function
SpGA2022_009064-R0	Protein of unknown function
SpGA2022_009065-R0	Protein of unknown function
SpGA2022_009066-R0	Protein of unknown function
SpGA2022_052664-R0	Similar to APUM5: Pumilio homolog 5 (Arabidopsis thaliana)
SpGA2022_009068-R0	Similar to At1g78860: EP1-like glycoprotein 4 (Arabidopsis thaliana)
SpGA2022_052665-R0	Similar to SD25: G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5 (Arabidopsis thaliana)
SpGA2022_009070-R0	Similar to NOF1: Protein NUCLEOLAR FACTOR 1 (Arabidopsis thaliana)
SpGA2022_052666-R0	Similar to RISBZ4: bZIP transcription factor RISBZ4 (Oryza sativa subsp. japonica)
SpGA2022_009072-R0	Protein of unknown function
SpGA2022_009073-R0	Protein of unknown function
SpGA2022_052667-R0	Protein of unknown function
SpGA2022_009075-R0	Protein of unknown function
SpGA2022_009076-R0	Protein of unknown function
SpGA2022_009077-R0	Similar to PECT1: Ethanolamine-phosphate cytidylyltransferase (Arabidopsis thaliana)
SpGA2022_052668-R0	Similar to MTERF6: Transcription termination factor MTERF6%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
SpGA2022_052669-R0	Similar to AIG2C: Protein AIG2 C (Arabidopsis thaliana)
SpGA2022_009080-R0	Similar to GGCT2%3B2: Gamma-glutamylcyclotransferase 2-2 (Arabidopsis thaliana)
SpGA2022_009081-R0	Similar to PUB34: U-box domain-containing protein 34 (Arabidopsis thaliana)
SpGA2022_009082-R0	Similar to RPS4: 40S ribosomal protein S4 (Solanum tuberosum)
SpGA2022_009083-R0	Protein of unknown function
SpGA2022_009084-R0	Similar to truA: tRNA pseudouridine synthase A (Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429))
SpGA2022_052670-R0	Protein of unknown function
SpGA2022_052671-R0	Similar to IBI1: Aspartate--tRNA ligase 2%2C cytoplasmic (Arabidopsis thaliana)
SpGA2022_009087-R0	Protein of unknown function
SpGA2022_052672-R0	Similar to STY13: Serine/threonine-protein kinase STY13 (Arabidopsis thaliana)
SpGA2022_052673-R0	Similar to cemA: Chloroplast envelope membrane protein (Rhodomonas salina)
SpGA2022_009090-R0	Protein of unknown function
SpGA2022_009092-R0	Similar to At5g58090: Glucan endo-1%2C3-beta-glucosidase 6 (Arabidopsis thaliana)
SpGA2022_009093-R0	Protein of unknown function
SpGA2022_009094-R0	Protein of unknown function
SpGA2022_009095-R0	Protein of unknown function
SpGA2022_052674-R0	Similar to URGT5: UDP-rhamnose/UDP-galactose transporter 5 (Arabidopsis thaliana)
SpGA2022_052675-R0	Protein of unknown function
SpGA2022_052676-R0	Similar to DSPTP1: Dual specificity protein phosphatase 1 (Arabidopsis thaliana)
SpGA2022_052677-R0	Protein of unknown function
SpGA2022_009099-R0	Protein of unknown function
SpGA2022_009101-R0	Protein of unknown function
SpGA2022_009102-R0	Protein of unknown function
SpGA2022_052678-R0	Similar to Os04g0609600: Probable protein phosphatase 2C 44 (Oryza sativa subsp. japonica)
SpGA2022_009104-R0	Protein of unknown function
SpGA2022_052679-R0	Similar to HAC12: Histone acetyltransferase HAC12 (Arabidopsis thaliana)
SpGA2022_009106-R0	Similar to GGP3: Gamma-glutamyl peptidase 3 (Arabidopsis thaliana)
SpGA2022_009107-R0	Similar to HI_0077: Uncharacterized protein HI_0077 (Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd))
SpGA2022_009108-R0	Similar to CUL4: Cullin-4 (Arabidopsis thaliana)
SpGA2022_009109-R0	Protein of unknown function
SpGA2022_052680-R0	Similar to ROD1: Phosphatidylcholine:diacylglycerol cholinephosphotransferase 1 (Arabidopsis thaliana)
SpGA2022_052681-R0	Similar to PERK2: Proline-rich receptor-like protein kinase PERK2 (Arabidopsis thaliana)
SpGA2022_052682-R0	Similar to SPATA20: Spermatogenesis-associated protein 20 (Homo sapiens)
SpGA2022_052683-R0	Similar to SNF4: Sucrose nonfermenting 4-like protein (Arabidopsis thaliana)
SpGA2022_052684-R0	Similar to CWZF3: Cysteine-tryptophan domain-containing zinc finger protein 3 (Oryza sativa subsp. japonica)
SpGA2022_052685-R0	Similar to CUL1: Cullin-1 (Oryza sativa subsp. japonica)
SpGA2022_009116-R0	Similar to ACBP4: Acyl-CoA-binding domain-containing protein 4 (Arabidopsis thaliana)
SpGA2022_009117-R0	Similar to Glutathione S-transferase (Hyoscyamus muticus)
SpGA2022_052686-R0	Similar to E1 ALPHA: Pyruvate dehydrogenase E1 component subunit alpha-1%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_009119-R0	Similar to TSPO: Translocator protein homolog (Arabidopsis thaliana)
SpGA2022_009119-R1	Similar to TSPO: Translocator protein homolog (Arabidopsis thaliana)
SpGA2022_009121-R0	Similar to TOC159: Translocase of chloroplast 159%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009121-R1	Protein of unknown function
SpGA2022_009122-R0	Similar to Gmcl1: Germ cell-less protein-like 1 (Mus musculus)
SpGA2022_009123-R0	Similar to OsI_027940: Uncharacterized protein OsI_027940 (Oryza sativa subsp. indica)
SpGA2022_052689-R0	Protein of unknown function
SpGA2022_009125-R0	Similar to At3g01520: Universal stress protein A-like protein (Arabidopsis thaliana)
SpGA2022_009127-R0	Protein of unknown function
SpGA2022_052690-R0	Protein of unknown function
SpGA2022_009128-R0	Similar to IPI1: E3 ubiquitin-protein ligase IPI1 (Oryza sativa subsp. japonica)
SpGA2022_009129-R0	Similar to BGLU22: Beta-glucosidase 22 (Oryza sativa subsp. japonica)
SpGA2022_052691-R0	Similar to BGLU8: Beta-glucosidase 8 (Arabidopsis thaliana)
SpGA2022_052692-R0	Similar to EID1: Phytochrome A-associated F-box protein (Arabidopsis thaliana)
SpGA2022_009132-R0	Similar to CAP-D3: Condensin-2 complex subunit CAP-D3 (Arabidopsis thaliana)
SpGA2022_009133-R0	Similar to ATJ49: Chaperone protein dnaJ 49 (Arabidopsis thaliana)
SpGA2022_052693-R0	Similar to MZM1: Mitochondrial zinc maintenance protein 1%2C mitochondrial (Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545))
SpGA2022_052694-R0	Similar to RPL24: 60S ribosomal protein L24 (Prunus avium)
SpGA2022_009137-R0	Protein of unknown function
SpGA2022_009138-R0	Similar to Os02g0677700: Zinc finger CCCH domain-containing protein 17 (Oryza sativa subsp. japonica)
SpGA2022_009139-R0	Similar to GRXC1: Glutaredoxin-C1 (Oryza sativa subsp. japonica)
SpGA2022_009140-R0	Protein of unknown function
SpGA2022_009141-R0	Protein of unknown function
SpGA2022_009142-R0	Similar to GRXC14: Putative glutaredoxin-C14 (Oryza sativa subsp. japonica)
SpGA2022_009143-R0	Similar to GRXC2: Putative glutaredoxin-C2 (Oryza sativa subsp. japonica)
SpGA2022_009144-R0	Similar to AAMP: Angio-associated migratory cell protein (Canis lupus familiaris)
SpGA2022_009145-R0	Protein of unknown function
SpGA2022_052695-R0	Similar to MIEL1: E3 ubiquitin-protein ligase MIEL1 (Arabidopsis thaliana)
SpGA2022_009147-R0	Similar to At1g54610: Probable serine/threonine-protein kinase At1g54610 (Arabidopsis thaliana)
SpGA2022_009148-R0	Protein of unknown function
SpGA2022_052696-R0	Similar to DVR: Divinyl chlorophyllide a 8-vinyl-reductase%2C chloroplastic (Cucumis sativus)
SpGA2022_052697-R0	Similar to PES1: Phytyl ester synthase 1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009151-R0	Similar to POPTRDRAFT_820933: CASP-like protein 1D1 (Populus trichocarpa)
SpGA2022_009152-R0	Similar to TIR1: Protein TRANSPORT INHIBITOR RESPONSE 1 (Arabidopsis thaliana)
SpGA2022_009153-R0	Protein of unknown function
SpGA2022_009154-R0	Protein of unknown function
SpGA2022_009155-R0	Similar to NHX2: Sodium/hydrogen exchanger 2 (Arabidopsis thaliana)
SpGA2022_009156-R0	Similar to TRAPPC3: Trafficking protein particle complex subunit 3 (Gallus gallus)
SpGA2022_052698-R0	Similar to pc1998: Uncharacterized RNA methyltransferase pc1998 (Protochlamydia amoebophila (strain UWE25))
SpGA2022_009158-R0	Similar to Superoxide dismutase [Cu-Zn] (Zingiber officinale)
SpGA2022_009159-R0	Similar to PCMP-E73: Pentatricopeptide repeat-containing protein At2g36980%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_009162-R0	Similar to MSRB5: Peptide methionine sulfoxide reductase B5 (Oryza sativa subsp. japonica)
SpGA2022_052699-R0	Similar to CSP41A: Chloroplast stem-loop binding protein of 41 kDa a%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009164-R0	Similar to TSB: Tryptophan synthase beta chain 2%2C chloroplastic (Camptotheca acuminata)
SpGA2022_052700-R0	Similar to RPH1: Protein RESISTANCE TO PHYTOPHTHORA 1%2C chloroplastic (Solanum tuberosum)
SpGA2022_009166-R0	Similar to RF298: Putative E3 ubiquitin-protein ligase RF298 (Arabidopsis thaliana)
SpGA2022_009168-R0	Similar to Os03g0586800: Lysine--tRNA ligase (Oryza sativa subsp. japonica)
SpGA2022_052701-R0	Similar to RGA3: Putative disease resistance protein RGA3 (Solanum bulbocastanum)
SpGA2022_052702-R0	Protein of unknown function
SpGA2022_009171-R0	Similar to RGA3: Putative disease resistance protein RGA3 (Solanum bulbocastanum)
SpGA2022_009172-R0	Similar to NRPE5A: DNA-directed RNA polymerase V subunit 5A (Arabidopsis thaliana)
SpGA2022_009173-R0	Similar to NPR5: Regulatory protein NPR5 (Arabidopsis thaliana)
SpGA2022_009174-R0	Protein of unknown function
SpGA2022_052703-R0	Similar to CML35: Probable calcium-binding protein CML35 (Arabidopsis thaliana)
SpGA2022_009176-R0	Protein of unknown function
SpGA2022_009177-R0	Similar to PICBP: Calmodulin binding protein PICBP (Arabidopsis thaliana)
SpGA2022_052704-R0	Similar to SCL3: Scarecrow-like protein 3 (Arabidopsis thaliana)
SpGA2022_052705-R0	Similar to PAB: Protein IN CHLOROPLAST ATPASE BIOGENESIS%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009180-R0	Similar to MUS81: Crossover junction endonuclease MUS81 (Arabidopsis thaliana)
SpGA2022_009181-R0	Protein of unknown function
SpGA2022_052706-R0	Similar to SCY2: Preprotein translocase subunit SCY2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_052707-R0	Similar to COQ5: 2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial (Oryza sativa subsp. japonica)
SpGA2022_009184-R0	Protein of unknown function
SpGA2022_009185-R0	Protein of unknown function
SpGA2022_009186-R0	Similar to TBL11: Protein trichome birefringence-like 11 (Arabidopsis thaliana)
SpGA2022_052708-R0	Similar to CLA1: 1-deoxy-D-xylulose-5-phosphate synthase 1%2C chloroplastic (Oryza sativa subsp. japonica)
SpGA2022_009188-R0	Protein of unknown function
SpGA2022_052709-R0	Similar to SCC3: Sister-chromatid cohesion protein 3 (Arabidopsis thaliana)
SpGA2022_009190-R0	Similar to SYP81: Syntaxin-81 (Arabidopsis thaliana)
SpGA2022_009191-R0	Similar to COQ5: 2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial (Oryza sativa subsp. japonica)
SpGA2022_009192-R0	Similar to DDB_G0279223: SOSS complex subunit B homolog (Dictyostelium discoideum)
SpGA2022_052710-R0	Similar to BSL1: Serine/threonine-protein phosphatase BSL1 homolog (Oryza sativa subsp. japonica)
SpGA2022_009194-R0	Protein of unknown function
SpGA2022_009195-R0	Similar to Traf5: TNF receptor-associated factor 5 (Mus musculus)
SpGA2022_009196-R0	Similar to PSBQ1: Oxygen-evolving enhancer protein 3-1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009197-R0	Similar to SIRK: Senescence-induced receptor-like serine/threonine-protein kinase (Arabidopsis thaliana)
SpGA2022_009198-R0	Similar to At5g18840: Sugar transporter ERD6-like 16 (Arabidopsis thaliana)
SpGA2022_052711-R0	Similar to At2g48020: Sugar transporter ERD6-like 7 (Arabidopsis thaliana)
SpGA2022_009199-R0	Similar to At5g18840: Sugar transporter ERD6-like 16 (Arabidopsis thaliana)
SpGA2022_052712-R0	Protein of unknown function
SpGA2022_009202-R0	Protein of unknown function
SpGA2022_052713-R0	Similar to OFUT31: O-fucosyltransferase 31 (Arabidopsis thaliana)
SpGA2022_052714-R0	Protein of unknown function
SpGA2022_009205-R0	Similar to GPX4: Probable glutathione peroxidase 4 (Arabidopsis thaliana)
SpGA2022_052715-R0	Similar to OsI_19806: Protein N-terminal glutamine amidohydrolase (Oryza sativa subsp. indica)
SpGA2022_009207-R0	Similar to NQR: NADPH:quinone oxidoreductase (Arabidopsis thaliana)
SpGA2022_009208-R0	Similar to GLYI4: Glyoxylase I 4 (Arabidopsis thaliana)
SpGA2022_009209-R0	Similar to FZL: Probable transmembrane GTPase FZO-like%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_009210-R0	Protein of unknown function
SpGA2022_052716-R0	Similar to BSDC1: BSD domain-containing protein 1 (Gallus gallus)
SpGA2022_009212-R0	Similar to ASHH3: Histone-lysine N-methyltransferase ASHH3 (Arabidopsis thaliana)
SpGA2022_052717-R0	Similar to Os07g0647900: DEAD-box ATP-dependent RNA helicase 57 (Oryza sativa subsp. japonica)
SpGA2022_009214-R0	Similar to HXK3: Hexokinase-3 (Oryza sativa subsp. japonica)
SpGA2022_009215-R0	Protein of unknown function
SpGA2022_009216-R0	Protein of unknown function
SpGA2022_009217-R0	Protein of unknown function
SpGA2022_009218-R0	Similar to CCT1: T-complex protein 1 subunit alpha (Arabidopsis thaliana)
SpGA2022_009219-R0	Similar to BANGLUC: Glucan endo-1%2C3-beta-glucosidase (Musa acuminata)
SpGA2022_052718-R0	Similar to BANGLUC: Glucan endo-1%2C3-beta-glucosidase (Musa acuminata)
SpGA2022_009221-R0	Protein of unknown function
SpGA2022_009222-R0	Protein of unknown function
SpGA2022_009223-R0	Protein of unknown function
SpGA2022_009224-R0	Protein of unknown function
SpGA2022_009225-R0	Protein of unknown function
SpGA2022_009226-R0	Protein of unknown function
SpGA2022_052719-R0	Similar to NUP93A: Nuclear pore complex protein NUP93A (Arabidopsis thaliana)
SpGA2022_052720-R0	Similar to SPBC776.07: Mitochondrial acidic protein mam33 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_009229-R0	Protein of unknown function
SpGA2022_009230-R0	Protein of unknown function
SpGA2022_009231-R0	Protein of unknown function
SpGA2022_052721-R0	Similar to INO80: Chromatin-remodeling ATPase INO80 (Arabidopsis thaliana)
SpGA2022_009233-R0	Similar to At3g12390: Nascent polypeptide-associated complex subunit alpha-like protein 1 (Arabidopsis thaliana)
SpGA2022_052722-R0	Similar to At5g12110: Elongation factor 1-beta 1 (Arabidopsis thaliana)
